Temperature,Humidity,Wind Speed,Month
23.956,0.340,11.785,7
21.517,0.420,7.197,7
17.894,0.560,7.487,7
16.667,0.700,3.156,7
14.833,0.760,3.059,7
14.400,0.830,6.150,7
12.828,0.860,6.102,7
15.611,0.800,3.172,7
12.711,0.860,6.408,7
12.156,0.860,6.086,7
14.111,0.790,4.798,7
15.789,0.760,6.247,7
17.600,0.710,9.016,7
20.694,0.580,8.597,7
22.756,0.510,7.567,7
26.061,0.310,10.884,7
25.900,0.320,10.819,7
27.200,0.290,10.835,7
27.200,0.290,16.680,7
27.650,0.290,14.297,7
27.778,0.280,10.384,7
27.850,0.280,10.771,7
27.872,0.290,10.884,7
27.778,0.310,7.503,7
27.244,0.320,4.460,7
24.294,0.440,0.499,7
20.161,0.610,3.220,7
18.433,0.680,6.440,7
16.717,0.770,3.397,7
16.333,0.800,3.075,7
16.267,0.810,3.220,7
17.117,0.860,4.508,7
15.106,0.800,6.440,7
14.600,0.890,3.333,7
14.711,0.890,2.512,7
16.056,0.810,3.236,7
18.767,0.740,3.300,7
22.694,0.580,8.372,7
26.044,0.450,12.397,7
27.778,0.380,12.800,7
28.722,0.370,12.220,7
30.000,0.340,12.735,7
31.061,0.320,9.515,7
30.928,0.330,9.741,7
32.172,0.280,12.558,7
31.161,0.290,4.798,7
32.039,0.290,10.191,7
31.111,0.290,9.402,7
30.000,0.340,4.733,7
26.456,0.460,8.517,7
22.928,0.570,4.862,7
22.350,0.590,4.878,7
20.600,0.680,5.699,7
18.311,0.960,6.907,7
17.800,0.960,11.157,7
17.856,0.930,3.655,7
17.222,0.930,14.248,7
17.244,0.900,11.399,7
17.156,0.930,10.304,7
17.733,0.900,11.077,7
17.756,0.960,8.130,7
17.806,0.960,10.111,7
17.800,0.960,9.644,7
18.889,0.930,8.243,7
19.878,0.880,4.331,7
22.572,0.740,8.485,7
22.500,0.800,12.429,7
23.533,0.750,12.783,7
22.661,0.840,15.520,7
21.228,0.860,13.943,7
21.194,0.860,11.254,7
21.183,0.810,16.583,7
20.050,0.870,5.088,7
19.883,0.930,4.395,7
18.911,0.930,3.043,7
19.400,0.970,3.671,7
19.322,0.960,3.365,7
20.128,0.720,3.349,7
19.067,0.770,1.530,7
19.400,0.840,2.608,7
17.250,0.870,3.188,7
15.100,0.920,1.690,7
16.378,0.890,2.866,7
17.778,0.900,3.220,7
22.222,0.680,3.220,7
25.761,0.530,1.401,7
28.811,0.370,3.220,7
29.950,0.370,4.830,7
30.894,0.350,4.331,7
32.222,0.330,4.750,7
32.200,0.330,7.438,7
32.683,0.300,8.018,7
32.828,0.320,4.621,7
32.828,0.320,7.551,7
32.806,0.320,4.202,7
32.756,0.290,7.342,7
32.222,0.330,4.379,7
28.217,0.480,2.979,7
25.028,0.620,0.000,7
23.244,0.700,1.111,7
22.256,0.790,2.737,7
19.494,0.840,1.610,7
19.422,0.900,3.123,7
21.278,0.850,2.737,7
17.733,0.900,2.995,7
17.711,0.900,6.150,7
17.472,0.890,1.916,7
16.767,0.930,3.220,7
22.633,0.790,1.610,7
24.989,0.680,2.946,7
27.806,0.590,2.898,7
30.117,0.480,3.139,7
31.994,0.360,4.717,7
32.778,0.340,4.476,7
33.867,0.300,2.592,7
32.794,0.370,7.519,7
33.794,0.320,8.984,7
33.839,0.320,7.519,7
32.889,0.330,10.191,7
32.800,0.370,4.878,7
31.228,0.450,7.503,7
28.278,0.560,4.492,7
26.139,0.650,4.685,7
24.306,0.740,3.123,7
23.933,0.710,2.962,7
22.667,0.790,3.220,7
22.083,0.810,6.199,7
20.883,0.860,2.463,7
20.444,0.870,3.091,7
19.933,0.870,2.930,7
20.467,0.850,6.440,7
19.400,0.900,0.000,7
22.672,0.790,4.524,7
24.611,0.700,6.070,7
27.339,0.640,7.664,7
30.072,0.510,4.685,7
31.011,0.450,7.342,7
32.289,0.410,7.503,7
32.850,0.340,9.209,7
32.794,0.330,6.955,7
33.889,0.350,8.936,7
33.889,0.300,7.760,7
33.861,0.350,8.726,7
32.728,0.370,8.823,7
31.006,0.440,2.818,7
25.467,0.610,29.012,7
22.933,0.730,26.146,7
21.783,0.760,19.497,7
21.278,0.790,14.571,7
20.667,0.830,6.231,7
21.133,0.790,2.383,7
20.767,0.930,4.572,7
20.533,0.890,13.830,7
20.978,0.810,10.191,7
19.900,0.880,8.469,7
20.956,0.810,13.395,7
21.072,0.870,4.508,7
21.444,0.850,1.948,7
24.006,0.780,2.576,7
26.250,0.640,1.304,7
26.544,0.630,3.719,7
28.056,0.620,4.379,7
29.189,0.580,4.299,7
31.239,0.490,1.191,7
32.267,0.450,3.510,7
31.039,0.480,3.188,7
30.083,0.470,4.669,7
28.811,0.600,4.476,7
27.183,0.730,7.648,7
24.472,0.770,1.175,7
23.961,0.890,3.220,7
22.806,0.920,3.220,7
21.928,0.910,2.785,7
21.117,0.920,3.220,7
20.583,0.900,3.075,7
19.806,0.920,5.989,7
19.911,0.970,3.220,7
19.889,0.930,3.220,7
19.089,0.960,3.220,7
18.872,1.000,0.000,7
22.578,0.850,0.000,7
24.956,0.780,3.011,7
27.228,0.650,2.946,7
28.939,0.590,7.567,7
31.017,0.520,3.977,7
31.183,0.510,3.059,7
32.222,0.490,4.411,7
32.883,0.410,3.671,7
32.850,0.400,8.775,7
27.683,0.590,6.440,7
28.683,0.590,0.193,7
25.067,0.690,24.955,7
23.900,0.690,12.333,7
23.222,0.770,1.674,7
22.150,0.810,0.290,7
21.061,0.900,6.199,7
21.567,0.870,6.343,7
20.461,0.900,6.247,7
19.400,0.930,6.279,7
20.350,0.930,3.043,7
19.283,0.930,6.150,7
18.772,0.930,6.279,7
18.172,0.970,2.222,7
18.778,0.930,3.220,7
21.028,0.870,3.188,7
24.606,0.750,7.551,7
27.106,0.610,7.808,7
28.817,0.470,8.855,7
30.822,0.430,8.726,7
31.133,0.410,4.170,7
32.172,0.420,4.395,7
32.233,0.410,7.744,7
32.706,0.380,8.952,7
32.172,0.390,9.080,7
31.922,0.340,9.080,7
32.028,0.370,10.046,7
27.906,0.530,7.454,7
26.489,0.640,2.528,7
23.978,0.740,0.274,7
22.800,0.820,4.653,7
21.594,0.850,3.397,7
21.667,0.870,3.300,7
20.072,0.920,3.172,7
20.250,0.950,5.683,7
19.467,0.960,3.011,7
18.961,0.960,3.059,7
19.189,0.920,3.252,7
20.006,0.990,2.850,7
22.644,0.840,7.889,7
24.711,0.760,7.470,7
27.128,0.690,4.750,7
28.839,0.600,10.546,7
30.028,0.580,10.723,7
31.083,0.480,12.268,7
32.128,0.430,13.540,7
32.550,0.410,10.223,7
32.489,0.420,10.336,7
32.733,0.400,10.384,7
32.489,0.390,7.648,7
32.194,0.390,9.241,7
31.083,0.440,2.962,7
27.367,0.640,4.733,7
25.067,0.740,1.658,7
23.467,0.810,2.995,7
23.122,0.800,2.930,7
21.711,0.870,3.220,7
20.600,0.900,3.075,7
20.900,0.950,3.172,7
20.511,0.900,6.440,7
19.928,0.930,2.785,7
19.206,0.950,4.041,7
19.983,0.930,3.220,7
23.667,0.800,3.220,7
26.594,0.640,4.299,7
28.794,0.470,3.349,7
30.006,0.440,4.910,7
31.967,0.360,6.601,7
32.178,0.340,4.428,7
32.806,0.370,9.177,7
32.556,0.350,7.052,7
32.050,0.370,11.817,7
32.611,0.380,7.503,7
32.089,0.380,7.487,7
31.061,0.480,10.900,7
28.983,0.550,7.551,7
27.500,0.670,3.139,7
25.000,0.790,1.465,7
24.356,0.820,3.220,7
23.800,0.860,3.220,7
22.667,0.900,3.043,7
21.556,0.900,3.188,7
20.794,0.870,3.300,7
20.372,0.930,3.220,7
20.400,0.970,3.220,7
19.539,0.950,1.932,7
19.917,0.930,0.145,7
23.622,0.850,1.530,7
26.756,0.630,2.882,7
28.711,0.560,3.043,7
30.956,0.450,2.979,7
31.989,0.370,6.682,7
32.222,0.340,4.315,7
32.778,0.370,3.139,7
32.383,0.350,2.721,7
32.750,0.330,4.669,7
32.822,0.320,8.968,7
32.878,0.320,5.877,7
32.239,0.340,7.132,7
32.100,0.340,4.170,7
27.589,0.580,6.070,7
27.011,0.560,7.712,7
24.839,0.680,3.075,7
24.267,0.720,2.560,7
22.156,0.810,3.220,7
22.067,0.770,1.111,7
20.200,0.840,5.555,7
20.444,0.870,3.220,7
19.400,0.900,0.000,7
19.417,0.920,2.479,7
19.939,0.930,3.220,7
22.622,0.900,0.000,7
25.794,0.660,4.733,7
27.733,0.630,4.395,7
30.050,0.510,7.390,7
31.044,0.470,7.003,7
32.244,0.380,9.515,7
32.778,0.370,5.007,7
32.839,0.350,13.460,7
33.839,0.330,15.504,7
32.800,0.370,10.900,7
32.839,0.350,10.417,7
32.706,0.350,9.113,7
29.906,0.490,10.610,7
27.428,0.590,8.259,7
22.061,0.770,16.857,7
21.017,0.800,16.132,7
20.600,0.870,4.701,7
18.867,0.970,6.633,7
18.889,0.930,6.038,7
18.300,0.940,3.172,7
18.283,0.930,2.496,7
18.283,0.920,3.075,7
17.756,0.970,3.767,7
17.756,0.970,4.283,7
17.756,0.960,9.161,7
17.767,0.960,5.683,7
17.706,0.960,7.744,7
18.817,0.900,4.444,7
18.883,0.880,3.558,7
19.950,0.830,3.075,7
21.017,0.780,8.855,7
21.294,0.760,13.170,7
22.178,0.680,9.370,7
22.689,0.670,10.690,7
22.639,0.660,10.272,7
22.156,0.730,9.692,7
21.089,0.790,12.558,7
20.200,0.820,4.524,7
17.828,0.900,3.236,7
17.733,0.930,3.204,7
16.961,0.920,2.721,7
19.328,0.910,10.401,7
19.906,0.870,12.912,7
19.017,0.960,2.656,7
18.311,0.930,6.343,7
17.783,0.970,3.236,7
17.389,0.960,2.479,7
17.806,0.970,4.798,7
19.889,0.880,4.878,7
21.161,0.870,9.306,7
22.222,0.810,13.604,7
22.850,0.790,10.964,7
25.139,0.730,12.284,7
26.156,0.690,12.622,7
27.267,0.650,12.767,7
27.894,0.620,15.134,7
28.811,0.510,22.089,7
27.822,0.590,15.488,7
28.744,0.520,16.309,7
26.267,0.680,12.043,7
26.150,0.650,4.476,7
24.394,0.720,7.148,7
22.311,0.810,3.220,7
21.689,0.870,0.000,7
21.656,0.860,5.828,7
20.994,0.900,6.215,7
19.978,0.960,3.156,7
19.089,0.930,3.188,7
18.333,0.970,3.204,7
17.783,0.970,6.021,7
18.339,0.970,3.139,7
17.789,0.990,3.220,7
19.989,0.990,1.674,7
22.806,0.840,1.352,7
26.161,0.680,3.349,7
27.850,0.620,4.460,7
28.867,0.510,6.537,7
31.039,0.390,7.776,7
31.083,0.380,7.808,7
31.078,0.380,9.853,7
31.061,0.380,4.138,7
31.156,0.380,7.261,7
31.794,0.350,8.147,7
31.039,0.360,10.642,7
28.883,0.490,3.494,7
26.383,0.620,3.381,7
24.928,0.740,3.075,7
23.750,0.760,3.107,7
23.356,0.780,3.236,7
16.672,0.970,2.834,7
15.650,0.960,2.866,7
15.378,0.920,2.753,7
16.083,0.970,1.530,7
15.067,0.960,3.397,7
14.694,0.980,2.302,7
15.161,0.990,0.000,7
17.244,0.990,3.268,7
20.706,0.580,2.962,7
21.117,0.540,12.155,7
22.200,0.490,13.701,7
22.761,0.470,8.968,7
23.356,0.470,5.828,7
24.978,0.400,7.519,7
25.006,0.420,8.050,7
26.089,0.370,8.903,7
26.089,0.370,10.513,7
26.000,0.400,9.435,7
26.039,0.420,11.672,7
24.806,0.480,9.402,7
21.517,0.650,4.234,7
18.861,0.790,1.465,7
17.733,0.850,6.150,7
16.894,0.890,2.125,7
15.622,0.930,0.000,7
16.111,0.970,0.000,7
15.217,0.950,3.059,7
13.961,0.960,0.000,7
13.406,0.960,3.220,7
13.489,0.950,5.667,7
15.978,1.000,1.610,7
18.711,0.900,11.270,7
21.822,0.660,7.712,7
23.867,0.540,9.579,7
26.017,0.470,12.429,7
26.061,0.360,8.179,7
27.150,0.370,9.531,7
27.689,0.350,4.733,7
27.711,0.330,8.147,7
27.778,0.310,7.953,7
27.733,0.320,7.261,7
27.406,0.340,7.358,7
27.244,0.320,7.293,7
27.244,0.370,4.460,7
23.428,0.510,7.116,7
20.094,0.680,7.615,7
19.328,0.740,6.279,7
18.167,0.820,3.059,7
16.600,0.900,0.000,7
16.044,0.930,6.440,7
18.061,0.800,9.724,7
14.444,0.960,3.268,7
14.911,0.960,3.268,7
13.333,0.950,1.320,7
17.072,0.920,4.492,7
19.822,0.790,4.476,7
22.533,0.710,4.830,7
25.028,0.580,5.039,7
27.222,0.470,9.708,7
27.317,0.410,9.354,7
27.828,0.430,10.884,7
28.867,0.370,8.292,7
29.867,0.340,8.887,7
28.961,0.360,12.800,7
28.911,0.330,10.529,7
29.800,0.340,9.579,7
28.911,0.360,9.628,7
27.800,0.430,9.547,7
25.389,0.480,7.229,7
22.244,0.640,4.411,7
20.461,0.720,3.172,7
20.611,0.720,6.038,7
19.261,0.750,3.107,7
18.244,0.790,6.215,7
19.261,0.780,9.789,7
18.172,0.820,10.336,7
17.661,0.850,10.513,7
17.178,0.880,9.821,7
17.689,0.850,10.481,7
21.028,0.740,10.867,7
23.506,0.640,10.401,7
26.022,0.540,12.510,7
26.206,0.520,14.104,7
28.772,0.410,12.204,7
29.978,0.340,15.730,7
30.050,0.320,12.606,7
30.950,0.330,13.943,7
31.111,0.330,13.830,7
31.111,0.290,12.477,7
31.022,0.280,8.630,7
31.111,0.330,10.851,7
27.917,0.400,5.039,7
25.289,0.500,7.776,7
22.800,0.580,9.225,7
22.689,0.570,11.093,7
22.433,0.600,10.175,7
21.461,0.660,10.578,7
20.856,0.700,10.562,7
17.939,0.900,3.542,7
18.750,0.790,6.150,7
16.717,0.870,3.204,7
15.833,0.920,3.832,7
18.756,0.850,1.771,7
22.022,0.690,7.567,7
23.628,0.630,8.485,7
24.983,0.550,10.578,7
27.156,0.480,7.487,7
27.678,0.470,6.166,7
28.889,0.410,8.098,7
29.950,0.400,4.524,7
29.933,0.400,8.646,7
31.017,0.360,7.664,7
31.111,0.350,13.959,7
31.017,0.350,11.190,7
19.633,0.760,45.933,7
22.556,0.740,11.737,7
22.800,0.700,1.513,7
19.167,0.880,0.644,7
20.533,0.780,5.844,7
19.356,0.840,1.948,7
17.389,0.890,3.204,7
17.322,0.920,2.705,7
15.744,0.910,0.998,7
17.178,0.930,2.930,7
16.689,0.930,9.934,7
16.411,0.930,2.512,7
17.222,0.930,4.202,7
19.928,0.840,3.043,7
22.167,0.770,4.089,7
23.794,0.700,2.544,7
26.067,0.600,2.705,7
27.844,0.540,3.896,7
28.889,0.460,2.979,7
30.000,0.400,8.758,7
30.072,0.370,6.295,7
29.694,0.380,2.592,7
29.850,0.360,7.165,7
27.383,0.510,16.068,7
22.772,0.660,16.164,7
20.522,0.770,12.284,7
20.267,0.780,8.130,7
18.056,0.890,2.898,7
17.917,0.870,6.343,7
17.522,0.890,5.232,7
7.278,0.860,6.762,5
7.294,0.860,3.816,5
10.528,0.850,9.950,6
7.156,0.860,13.830,6
6.644,0.860,6.649,6
5.700,0.890,3.993,6
7.178,0.860,3.687,6
8.867,0.890,9.805,6
11.083,0.770,8.420,6
12.761,0.720,5.216,6
15.000,0.620,4.878,6
16.017,0.570,5.377,6
16.089,0.560,3.816,6
17.733,0.430,9.435,6
17.806,0.440,6.843,6
17.756,0.430,8.678,6
17.244,0.380,9.402,6
17.283,0.430,9.113,6
16.111,0.560,7.760,6
15.022,0.600,9.193,6
14.106,0.650,9.016,6
12.778,0.760,8.066,6
13.261,0.720,11.061,6
13.233,0.690,12.880,6
10.750,0.920,3.236,6
10.706,0.890,3.349,6
8.067,0.950,2.157,6
10.106,0.860,6.295,6
10.056,0.890,3.639,6
9.356,0.890,6.617,6
12.161,0.870,7.921,6
12.317,0.930,13.991,6
12.900,0.940,8.227,6
12.800,0.960,5.023,6
12.728,0.950,6.247,6
13.711,0.910,4.685,6
11.172,0.930,22.443,6
11.117,0.930,15.714,6
11.183,0.870,11.866,6
12.389,0.860,9.531,6
13.039,0.820,10.771,6
13.017,0.810,9.837,6
13.006,0.820,4.927,6
12.872,0.890,1.562,6
11.422,0.900,7.487,6
10.161,0.920,7.937,6
10.028,0.930,6.504,6
9.583,0.950,6.665,6
8.939,0.960,6.488,6
7.900,0.960,6.456,6
11.083,0.960,3.478,6
6.861,1.000,5.877,6
6.817,0.960,3.236,6
5.578,0.960,4.009,6
7.283,1.000,0.290,6
10.011,0.990,8.018,6
11.139,0.990,5.490,6
12.294,0.990,7.744,6
14.056,0.820,10.851,6
15.972,0.730,5.200,6
16.256,0.720,6.408,6
18.894,0.670,7.953,6
19.806,0.630,9.789,6
20.028,0.630,4.637,6
21.094,0.630,4.927,6
21.056,0.620,6.601,6
22.178,0.500,3.349,6
20.072,0.670,4.379,6
18.122,0.760,4.782,6
15.094,0.870,1.658,6
14.400,0.870,3.429,6
13.528,0.900,3.123,6
12.783,0.960,3.220,6
11.644,0.960,3.703,6
13.333,0.930,3.494,6
10.656,0.950,3.606,6
10.028,0.960,3.429,6
9.928,0.960,3.558,6
12.189,0.930,1.851,6
15.983,0.870,4.878,6
17.878,0.780,5.039,6
21.028,0.640,3.445,6
22.200,0.590,7.744,6
22.789,0.550,7.905,6
23.817,0.530,9.209,6
23.794,0.500,9.467,6
23.906,0.470,10.127,6
25.000,0.490,12.413,6
24.006,0.530,12.300,6
23.989,0.440,12.300,6
22.894,0.480,13.991,6
21.294,0.620,9.435,6
20.389,0.610,4.798,6
17.333,0.750,4.476,6
16.689,0.840,3.220,6
16.172,0.870,6.360,6
15.050,0.900,6.295,6
15.561,0.840,6.537,6
11.594,0.910,4.363,6
15.117,0.870,3.139,6
15.072,0.900,10.674,6
14.567,0.890,10.191,6
16.044,0.820,10.851,6
17.689,0.710,11.512,6
18.650,0.660,13.347,6
19.933,0.610,14.200,6
21.044,0.470,15.440,6
21.222,0.490,15.488,6
22.244,0.490,15.746,6
22.778,0.440,14.361,6
22.794,0.470,15.504,6
22.800,0.500,17.114,6
23.839,0.500,14.136,6
22.939,0.410,13.685,6
22.222,0.460,15.537,6
21.200,0.520,11.045,6
18.311,0.660,8.050,6
17.194,0.720,7.680,6
15.994,0.760,3.188,6
13.622,0.830,3.365,6
12.783,0.860,3.365,6
11.739,0.900,2.946,6
12.428,0.920,5.538,6
10.744,0.950,3.268,6
9.861,0.920,2.995,6
10.689,0.920,3.494,6
13.822,0.840,7.728,6
16.067,0.810,7.470,6
17.661,0.730,5.136,6
19.972,0.610,7.631,6
20.089,0.610,7.873,6
20.328,0.600,6.649,6
21.250,0.560,10.690,6
19.211,0.660,10.996,6
20.556,0.600,2.045,6
22.689,0.480,8.050,6
22.844,0.480,11.415,6
22.378,0.450,11.061,6
22.333,0.390,12.494,6
21.250,0.520,9.080,6
17.944,0.600,7.309,6
16.128,0.780,2.898,6
16.506,0.660,10.739,6
15.939,0.680,12.510,6
14.422,0.800,10.336,6
13.861,0.830,2.898,6
14.383,0.870,2.979,6
12.289,0.900,3.703,6
11.178,0.890,3.606,6
10.172,0.920,4.089,6
10.189,0.930,2.206,6
13.961,0.900,7.937,6
16.350,0.790,4.894,6
20.072,0.670,11.109,6
22.200,0.550,12.767,6
22.644,0.530,13.331,6
22.872,0.500,19.819,6
23.983,0.450,16.953,6
24.039,0.440,13.653,6
25.072,0.420,14.216,6
25.094,0.450,12.300,6
25.161,0.450,12.494,6
24.144,0.470,12.510,6
23.006,0.560,8.952,6
22.683,0.630,4.991,6
20.117,0.630,7.970,6
17.878,0.770,3.333,6
17.011,0.820,3.445,6
15.628,0.870,0.000,6
14.494,0.900,2.979,6
15.267,0.920,3.494,6
13.972,0.860,6.054,6
13.439,0.860,3.156,6
13.150,0.900,3.526,6
13.922,0.920,4.669,6
16.239,0.860,1.497,6
21.017,0.720,5.152,6
23.939,0.580,3.204,6
26.089,0.420,4.927,6
27.028,0.380,1.771,6
27.267,0.390,5.152,6
27.800,0.320,4.669,6
27.783,0.370,9.902,6
28.889,0.330,3.188,6
28.911,0.370,4.814,6
28.828,0.370,3.365,6
27.872,0.380,2.914,6
27.289,0.470,2.753,6
23.111,0.620,4.331,6
20.183,0.730,3.236,6
19.489,0.780,3.075,6
18.956,0.810,5.925,6
17.244,0.870,3.075,6
16.689,0.870,6.150,6
18.617,0.920,3.478,6
15.556,0.930,3.091,6
15.556,0.930,6.440,6
14.717,0.920,2.882,6
17.139,0.870,3.107,6
19.967,0.780,3.349,6
22.700,0.660,5.088,6
25.028,0.580,9.418,6
27.200,0.560,8.404,6
27.728,0.480,9.467,6
28.889,0.480,11.206,6
29.006,0.430,12.655,6
29.994,0.400,10.867,6
30.072,0.350,11.318,6
30.072,0.400,11.367,6
30.050,0.360,10.320,6
28.956,0.460,9.821,6
27.289,0.640,7.841,6
25.461,0.650,4.943,6
22.894,0.780,3.284,6
22.250,0.800,3.526,6
21.500,0.820,3.671,6
20.561,0.840,3.606,6
19.400,0.870,3.429,6
19.289,0.910,2.045,6
19.383,0.870,3.365,6
17.733,0.930,3.075,6
18.028,0.930,3.639,6
19.911,0.930,0.000,6
22.622,0.790,0.145,6
25.428,0.690,2.866,6
25.828,0.610,3.445,6
24.900,0.740,5.039,6
27.028,0.650,7.309,6
27.778,0.550,5.120,6
28.867,0.550,9.258,6
28.972,0.490,8.195,6
29.906,0.490,5.039,6
29.950,0.490,4.975,6
28.200,0.600,8.324,6
27.894,0.580,11.045,6
27.822,0.660,3.639,6
25.539,0.750,3.204,6
22.839,0.790,0.290,6
21.711,0.870,3.075,6
20.906,0.860,2.721,6
19.467,0.930,3.220,6
20.000,0.930,6.440,6
21.156,0.890,3.397,6
18.817,0.970,11.270,6
18.333,0.970,3.188,6
19.039,0.930,5.748,6
20.006,0.930,4.605,6
22.689,0.840,4.717,6
25.778,0.650,5.281,6
27.156,0.480,11.946,6
27.200,0.480,12.011,6
28.722,0.470,9.435,6
28.867,0.490,11.012,6
30.006,0.480,4.975,6
30.056,0.500,9.853,6
31.067,0.460,7.422,6
31.161,0.480,7.406,6
31.083,0.480,9.966,6
30.094,0.580,11.222,6
27.983,0.660,9.402,6
26.717,0.660,4.910,6
24.006,0.790,4.621,6
22.339,0.840,3.075,6
22.172,0.860,4.025,6
13.194,0.650,17.066,6
11.206,0.820,11.028,6
10.661,0.930,7.519,6
10.628,0.880,11.351,6
10.556,0.920,14.120,6
10.589,0.930,19.175,6
9.978,0.990,17.098,6
9.978,0.930,21.654,6
10.044,0.930,23.892,6
10.050,0.930,23.731,6
11.067,0.930,23.667,6
11.056,0.930,22.057,6
11.044,1.000,20.157,6
12.083,0.930,14.426,6
12.122,0.990,8.887,6
12.594,0.960,11.544,6
12.667,0.960,14.345,6
14.539,0.880,12.188,6
13.683,0.840,21.654,6
12.689,0.900,21.848,6
12.133,0.880,19.723,6
11.139,0.930,20.946,6
11.139,0.930,16.390,6
11.161,0.930,16.390,6
21.556,0.900,3.172,6
20.494,0.900,3.107,6
18.883,0.920,3.268,6
19.889,0.970,5.860,6
19.311,0.970,5.893,6
18.200,0.940,3.059,6
19.872,0.880,3.139,6
22.628,0.800,7.696,6
24.756,0.690,7.213,6
27.667,0.640,5.055,6
29.778,0.630,8.243,6
29.811,0.550,7.535,6
28.983,0.620,9.708,6
28.033,0.620,9.628,6
31.172,0.480,14.989,6
30.139,0.500,21.864,6
31.111,0.450,23.426,6
29.761,0.470,21.590,6
30.022,0.510,17.549,6
27.794,0.590,16.325,6
24.483,0.670,18.515,6
22.378,0.800,16.905,6
21.689,0.800,13.910,6
20.678,0.850,6.005,6
19.489,0.900,6.343,6
18.400,0.930,6.440,6
20.933,0.850,5.748,6
17.778,0.930,3.220,6
16.711,0.970,3.558,6
17.883,0.970,3.123,6
18.822,0.930,4.266,6
20.072,0.870,4.798,6
22.850,0.800,5.039,6
25.094,0.730,4.589,6
26.228,0.650,4.685,6
27.283,0.570,4.428,6
27.917,0.550,8.936,6
29.028,0.510,4.234,6
30.006,0.500,4.025,6
30.139,0.510,2.866,6
31.106,0.450,4.540,6
30.194,0.470,2.898,6
29.006,0.550,9.435,6
27.406,0.600,8.130,6
26.483,0.640,7.712,6
25.022,0.690,11.270,6
23.867,0.720,11.028,6
23.472,0.740,10.465,6
22.289,0.790,11.061,6
21.667,0.810,6.343,6
20.739,0.780,6.295,6
20.094,0.870,6.295,6
20.000,0.870,6.215,6
19.594,0.900,5.748,6
21.044,0.810,4.750,6
22.250,0.810,8.066,6
24.939,0.690,5.458,6
27.200,0.610,12.590,6
27.850,0.550,12.800,6
28.956,0.540,10.062,6
29.028,0.550,9.418,6
30.094,0.480,14.168,6
31.061,0.510,9.306,6
31.183,0.440,9.660,6
31.206,0.410,5.232,6
31.244,0.460,3.542,6
30.044,0.480,8.259,6
27.867,0.550,8.002,6
26.344,0.630,4.701,6
23.767,0.700,7.921,6
22.656,0.720,28.288,6
21.911,0.730,13.363,6
19.556,0.840,6.199,6
20.072,0.780,9.837,6
18.672,0.950,4.556,6
19.372,0.790,5.909,6
17.800,0.880,10.884,6
18.489,0.880,5.442,6
18.867,0.900,7.857,6
20.028,0.870,9.338,6
22.189,0.770,13.363,6
22.317,0.780,13.508,6
23.983,0.740,10.755,6
24.250,0.770,12.816,6
26.206,0.680,9.950,6
26.322,0.640,8.147,6
26.250,0.610,4.202,6
27.894,0.580,4.138,6
27.939,0.550,2.914,6
27.883,0.590,3.896,6
27.600,0.630,4.830,6
24.894,0.650,8.855,6
18.933,0.870,32.892,6
18.044,0.990,3.349,6
19.022,0.960,2.882,6
19.028,0.960,2.399,6
18.911,0.970,11.045,6
18.889,0.970,6.456,6
19.306,0.970,6.649,6
18.289,0.970,11.383,6
17.756,1.000,11.238,6
17.839,0.970,6.038,6
18.822,0.930,7.744,6
20.006,0.920,10.867,6
22.161,0.860,12.381,6
22.850,0.830,12.574,6
25.000,0.740,14.104,6
25.083,0.730,12.300,6
26.156,0.680,14.136,6
26.250,0.680,14.265,6
27.300,0.590,13.749,6
27.800,0.590,12.671,6
27.822,0.660,12.606,6
27.844,0.610,12.349,6
27.289,0.640,12.590,6
26.200,0.680,12.397,6
24.406,0.760,7.664,6
22.822,0.830,3.172,6
22.200,0.870,6.295,6
21.322,0.890,6.150,6
20.489,0.930,6.231,6
19.933,0.970,5.860,6
21.372,0.900,4.428,6
19.333,0.930,6.376,6
18.822,0.970,6.585,6
18.428,0.970,3.767,6
20.933,0.930,5.136,6
22.067,0.870,7.841,6
23.861,0.790,4.508,6
26.061,0.690,4.959,6
27.194,0.690,3.156,6
27.833,0.620,4.202,6
27.844,0.630,1.996,6
28.956,0.580,8.179,6
29.106,0.630,7.036,6
29.094,0.580,7.825,6
31.106,0.450,2.721,6
30.944,0.510,1.191,6
29.950,0.550,3.059,6
28.867,0.630,3.558,6
27.400,0.710,1.964,6
25.017,0.790,4.653,6
23.889,0.820,3.284,6
23.094,0.880,3.510,6
22.667,0.870,5.893,6
21.067,0.930,6.070,6
20.628,0.920,3.381,6
21.067,0.900,6.311,6
20.533,0.970,6.231,6
20.617,0.930,6.488,6
22.111,0.870,7.712,6
22.806,0.840,12.252,6
25.061,0.780,12.075,6
27.244,0.650,15.488,6
28.939,0.590,12.477,6
29.994,0.540,14.055,6
31.133,0.520,14.232,6
32.200,0.450,14.297,6
32.211,0.410,12.236,6
32.289,0.420,12.590,6
32.289,0.410,11.254,6
32.294,0.420,12.751,6
32.244,0.450,8.227,6
30.117,0.550,8.195,6
28.128,0.650,7.760,6
25.161,0.740,9.451,6
25.028,0.760,6.456,6
24.150,0.780,6.295,6
23.356,0.820,6.118,6
22.244,0.870,3.107,6
21.883,0.890,4.991,6
21.600,0.870,5.893,6
21.039,0.900,3.317,6
21.056,0.910,5.957,6
22.161,0.870,10.272,6
23.872,0.790,9.145,6
26.056,0.740,10.690,6
